id,country,designation,points,price,province,region,taster_name,taster_twitter_handle,variety,winery
251,US,Papillon Estate,85,22,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Cherry Hill
252,US,Seity,85,35,California,Amador County,,,Zinfandel,Cloud 9
253,Argentina,Reserve,85,15,Mendoza Province,Luján de Cuyo,Michael Schachner,@wineschach,Malbec,Cueva de las Manos
254,US,,89,45,California,St. Helena,,,Petite Sirah,David Fulton
255,US,Reserva,89,55,California,Cole Ranch,Virginie Boone,@vboone,Pinot Noir,Esterlina
256,South Africa,Goat-Roti,89,20,Coastal Region,,Lauren Buzzeo,@laurbuzz,Syrah-Viognier,Goats do Roam Wine Co.
257,South Africa,The William,89,18,Coastal Region,,Lauren Buzzeo,@laurbuzz,Red Blend,Graham Beck
258,South Africa,,89,35,Stellenbosch,,Lauren Buzzeo,@laurbuzz,Cabernet Sauvignon,Hartenberg
259,France,Noir 46,89,13,Southwest France,Cahors,Roger Voss,@vossroger,Malbec,Vignobles 46N118
260,US,Estate,89,40,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Willamette Valley Vineyards
261,Argentina,Estate Blend Gran Reserva,89,37,Mendoza Province,,Michael Schachner,@wineschach,Red Blend,Algodon
262,US,Fairytale,89,39,California,Napa Valley,Virginie Boone,@vboone,Red Blend,Beaver Creek
263,US,Monument,89,60,California,Santa Maria Valley,,,Pinot Noir,Byron
264,South Africa,,89,19,Stellenbosch,,Lauren Buzzeo,@laurbuzz,Syrah,Jardin
265,South Africa,Nine Yards,89,40,Stellenbosch,,Lauren Buzzeo,@laurbuzz,Chardonnay,Jardin
266,Argentina,Corte Malbec-Bonarda-Petit Verdot,89,14,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Red Blend,Kaiken
267,Italy,Torre di Giano Vigna il Pino,89,40,Central Italy,Torgiano,,,White Blend,Lungarotti
268,Italy,Terso,89,36,Veneto,Veneto,,,White Blend,Marchesi Fumanelli
269,Austria,,89,17,Leithaberg,,Roger Voss,@vossroger,Blaufränkisch,Mariell
270,Italy,,89,25,Northeastern Italy,Colli Orientali del Friuli,,,Friulano,Livio Felluga
271,Greece,,89,15,Santorini,,Susan Kostrzewa,@suskostrzewa,Assyrtico,My Big Fat Greek Wine
272,Italy,Sirmian,89,26,Northeastern Italy,Alto Adige,,,Pinot Bianco,Nals Margreid
273,Argentina,B Crux,89,19,Mendoza Province,Uco Valley,Michael Schachner,@wineschach,Red Blend,O. Fournier
274,Italy,Estrosa,89,13,Piedmont,Monferrato,,,White Blend,Pico Maccario
275,Argentina,Reserva de Familia,89,30,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Cabernet Sauvignon,Sottano
276,US,Old Vines,89,20,California,Sonoma County,,,Zinfandel,St. Francis
277,US,,89,30,California,Napa Valley,,,Cabernet Sauvignon,Trailhead
278,US,Bishop Creek,89,50,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Erath
279,Italy,,89,52,Northeastern Italy,Alto Adige,,,Sauvignon,Franz Haas
280,Austria,Schiefer Reserve,92,24,Kremstal,,Roger Voss,@vossroger,Grüner Veltliner,Forstreiter
281,US,Bench Break Vineyard,92,34,California,Santa Maria Valley,,,Pinot Noir,Cambria
282,Italy,Dulcamara,92,41,Tuscany,Toscana,Kerin O’Keefe,@kerinokeefe,Red Blend,I Giusti e Zanza
283,US,Bella Vida Vineyard Unfiltered,92,52,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Pinot Noir,J. Christopher
284,Argentina,Marchiori Vineyard Block C2,92,215,Mendoza Province,Perdriel,Michael Schachner,@wineschach,Malbec,Viña Cobos
285,Austria,Steiner Kögl Erste Lage,92,,Kremstal,,Roger Voss,@vossroger,Riesling,Salomon-Undhof
286,US,Rincon Vineyard,92,60,California,Arroyo Grande Valley,,,Pinot Noir,Talley
287,Spain,Braó Vinyes Velles,92,40,Catalonia,Montsant,Michael Schachner,@wineschach,Carignan-Grenache,Acústic
288,Austria,Kremser Gebling Erste Lage,92,,Kremstal,,Roger Voss,@vossroger,Grüner Veltliner,Josef Schmid
289,US,Fortune Teller,92,125,California,Napa Valley,,,Cabernet Sauvignon,Parallel
290,France,,92,,Bordeaux,Saint-Estèphe,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Lafon-Rochet
291,Italy,,92,,Central Italy,Sagrantino di Montefalco,Kerin O’Keefe,@kerinokeefe,Sagrantino,Dionigi
292,France,Vin Jaune,92,45,France Other,Arbois,Roger Voss,@vossroger,Savagnin,Domaine Daniel Dugois
293,Australia,Green's Vineyard,92,70,South Australia,Barossa Valley,Joe Czerwinski,@JoeCz,Shiraz,Kilikanoon
294,Argentina,Synthesis,92,30,Mendoza Province,Tupungato,Michael Schachner,@wineschach,Malbec,Finca Sophenia
295,US,Treana Red,87,35,California,Paso Robles,,,Cabernet Sauvignon-Syrah,Treana
296,Chile,Grey [Glacier] Single Block Trinidad Vineyard,87,20,Maipo Valley,,Michael Schachner,@wineschach,Cabernet Sauvignon,Ventisquero
297,US,,87,15,California,Napa Valley,,,Cabernet Sauvignon,Aquinas
298,Chile,,87,19,Aconcagua Valley,,Michael Schachner,@wineschach,Cabernet Sauvignon,Arboleda
299,Italy,Pinay,87,,Piedmont,Langhe,,,Red Blend,Attilio Ghisolfi
300,US,Estate,87,28,California,Napa Valley,,,Sangiovese,Benessere
301,US,Whiteline No Oak,87,14,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Chardonnay,Buried Cane
302,Italy,,87,,Piedmont,Roero,,,Nebbiolo,Cantina del Nebbiolo
303,Italy,4 Vigne,87,56,Piedmont,Barolo,,,Nebbiolo,Cascina Adelaide
304,Italy,Vignassa,87,,Piedmont,Barbera d'Asti Superiore Nizza,,,Barbera,Cascina La Ghersa
305,US,,87,24,California,Mendocino County,Virginie Boone,@vboone,Zinfandel,Claudia Springs
306,Romania,,87,7,Recas,,Anna Lee C. Iijima,,Chardonnay,Cramele Recas
307,France,Les Dames Huguettes,87,30,Burgundy,Côte de Nuits-Villages,Roger Voss,@vossroger,Pinot Noir,Domaine Bertagna
308,Greece,Asirtiko Athiri,87,18,Santorini,,Susan Kostrzewa,@suskostrzewa,White Blend,Domaine Sigalas
309,Italy,,87,20,Piedmont,Langhe,,,Nebbiolo,Socré
310,Italy,,87,18,Piedmont,Langhe,,,Nebbiolo,Boffa
311,New Zealand,,87,18,Hawke's Bay,,Joe Czerwinski,@JoeCz,Syrah,Otto's Constant Dream
312,US,,87,40,California,Napa Valley,,,Cabernet Sauvignon,Mount Veeder
313,Italy,,87,,Piedmont,Roero,,,Nebbiolo,Rabino
314,US,,87,28,California,Napa Valley,,,Cabernet Sauvignon,Robert Mondavi
315,Italy,Extra Dry,86,15,Veneto,Prosecco di Valdobbiadene,,,Prosecco,Bellussi
316,France,Les Amants Mont-Pérat,86,,Bordeaux,Bordeaux Blanc,Roger Voss,@vossroger,Bordeaux-style White Blend,Château Mont-Pérat
317,France,,86,,Bordeaux,Bordeaux Blanc,Roger Voss,@vossroger,Bordeaux-style White Blend,Château Tour de Mirambeau
318,Chile,Reserva,86,18,Curicó Valley,,Michael Schachner,@wineschach,Merlot,Aresti
319,Italy,Millesimato Brut,86,20,Veneto,Veneto,,,Prosecco,Paladin
320,Italy,Col di Manza Extra Dry Millesimato,86,22,Veneto,Prosecco di Valdobbiadene,,,Prosecco,Perlage
321,Italy,Brut,86,16,Veneto,Prosecco di Valdobbiadene,,,Prosecco,Sant Eurosia
322,Italy,Millesimato Dry,86,18,Veneto,Prosecco di Valdobbiadene,,,Prosecco,Sant Eurosia
323,Chile,Gran Araucano,86,35,Colchagua Valley,,Michael Schachner,@wineschach,Cabernet Sauvignon,J. & F. Lurton
324,Italy,Matiú Brut,86,12,Veneto,Prosecco di Conegliano,,,Prosecco,L'Antica Quercia
325,US,,86,11,New York,Finger Lakes,Susan Kostrzewa,@suskostrzewa,Vignoles,Lucas Vineyards
326,Italy,Extra Dry,86,15,Veneto,Prosecco di Valdobbiadene,,,Prosecco,Marsuret
327,Chile,Legado Reserva,86,18,Limarí Valley,,Michael Schachner,@wineschach,Chardonnay,De Martino
328,US,Alluvium Blanc,86,16,California,Knights Valley,,,White Blend,Beringer
329,US,Reserve,86,34,California,Mendocino,,,Zinfandel,Brutocao
330,US,Lila's Cuvée,86,40,California,Central Coast,,,Red Blend,Clos La Chance
331,Chile,Visión,86,15,Casablanca Valley,,Michael Schachner,@wineschach,Gewürztraminer,Cono Sur
332,Italy,Palazzo Rosso Brut,86,19,Veneto,Prosecco di Conegliano,,,Prosecco,Sommariva
333,Italy,Col del Sas Extra Dry,86,18,Veneto,Prosecco di Valdobbiadene,,,Prosecco,Spagnol
334,France,Mosaïque Rosé Brut,86,42,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Jacquart
335,Italy,Arió Extra Dry,86,15,Veneto,Prosecco di Conegliano,,,Prosecco,L'Antica Quercia
336,Chile,Costa,83,35,Colchagua Costa,,Michael Schachner,@wineschach,Pinot Noir,Koyle
337,France,,83,16,Languedoc-Roussillon,Languedoc,Lauren Buzzeo,@laurbuzz,Rosé,Château Notre Dame du Quatourze
338,France,,82,11,Provence,Coteaux Varois en Provence,Roger Voss,@vossroger,Rosé,Mémoires
339,Spain,1887 Rosado,82,13,Catalonia,Cava,Michael Schachner,@wineschach,Sparkling Blend,Cavas Hill
340,France,Tradition,82,18,Alsace,Alsace,Anne Krebiehl MW,@AnneInVino,Pinot Gris,Antoine Moltès & Fils
341,US,Serracino Reserve,82,48,California,Dry Creek Valley,Virginie Boone,@vboone,Zinfandel,Pezzi King
342,Spain,,82,11,Catalonia,Cava,Michael Schachner,@wineschach,Sparkling Blend,Bellisco
343,Chile,Grand Reserve,81,20,Rapel Valley,,Michael Schachner,@wineschach,Pinot Noir,Pura 8
344,Chile,Gran Reserva,80,19,Leyda Valley,,Michael Schachner,@wineschach,Chardonnay,Viña Tarapacá
345,Australia,Rare,100,350,Victoria,Rutherglen,Joe Czerwinski,@JoeCz,Muscat,Chambers Rosewood Vineyards
346,Australia,Rare,98,350,Victoria,Rutherglen,Joe Czerwinski,@JoeCz,Muscadelle,Chambers Rosewood Vineyards
347,Germany,Kiedrich Gräfenberg Trockenbeerenauslese,97,775,Rheingau,,Anna Lee C. Iijima,,Riesling,Robert Weil
348,Australia,Grand,97,100,Victoria,Rutherglen,Joe Czerwinski,@JoeCz,Muscat,Chambers Rosewood Vineyards
349,Australia,RunRig,97,225,South Australia,Barossa,Joe Czerwinski,@JoeCz,Shiraz-Viognier,Torbreck
350,Italy,Vignolo Riserva,97,150,Piedmont,Barolo,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Cavallotto
351,Hungary,Eszencia,96,320,Tokaji,,Jeff Jenssen,@worldwineguys,Furmint,Oremus
352,US,South River,96,68,California,Russian River Valley,Virginie Boone,@vboone,Chardonnay,Rochioli
353,France,Le Montrachet,96,630,Burgundy,Montrachet,Roger Voss,@vossroger,Chardonnay,Louis Latour
354,Germany,Kiedrich Gräfenberg Beerenauslese,96,365,Rheingau,,Anna Lee C. Iijima,,Riesling,Robert Weil
355,US,Sweetwater,96,68,California,Russian River Valley,Virginie Boone,@vboone,Chardonnay,Rochioli
356,Australia,Georgia's Paddock,95,85,Victoria,Heathcote,Joe Czerwinski,@JoeCz,Shiraz,Jasper Hill
357,France,Vieilles Vignes,95,350,Burgundy,Clos de Vougeot,Roger Voss,@vossroger,Pinot Noir,Château de la Tour
358,Germany,Hattenheimer Hassel Auslese,95,66,Rheingau,,Anna Lee C. Iijima,,Riesling,Weingut Hans Bausch
359,France,Les Chenevottes Premier Cru,95,110,Burgundy,Chassagne-Montrachet,Roger Voss,@vossroger,Chardonnay,Philippe Colin
360,Australia,Descendant,95,125,South Australia,Barossa Valley,Joe Czerwinski,@JoeCz,Shiraz-Viognier,Torbreck
361,Italy,Simposio,95,60,Piedmont,Barolo,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Bel Colle
362,US,Jamie,95,200,California,Diamond Mountain District,Virginie Boone,@vboone,Cabernet Sauvignon,J. Davies
363,France,,95,380,Burgundy,Criots-Bâtard-Montrachet,Roger Voss,@vossroger,Chardonnay,Louis Latour
364,US,Weber Vineyard,95,48,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Pinot Noir,Winderlea
365,Australia,St. Andrews Single Vineyard Release,95,60,South Australia,Clare Valley,Joe Czerwinski,@JoeCz,Shiraz,Wakefield
366,Italy,Vorberg,88,21,Northeastern Italy,Alto Adige,Joe Czerwinski,@JoeCz,Pinot Bianco,Cantina Terlano
367,Chile,Reserva de la Familia,88,10,Maipo Valley,,Michael Schachner,@wineschach,Carmenère,De Martino
368,Italy,,88,11,Veneto,Bianco di Custoza,Joe Czerwinski,@JoeCz,Garganega,Montresor
369,Italy,,88,21,Northeastern Italy,Friuli,Joe Czerwinski,@JoeCz,Chardonnay,Ronco del Gelso
370,US,Cherryblock Vineyard,88,160,California,Sonoma Valley,,,Cabernet Sauvignon,Sebastiani
371,Italy,Castel Ringberg,88,23,Northeastern Italy,Alto Adige,Roger Voss,@vossroger,Sauvignon Blanc,Elena Walch
372,Italy,Classico,88,10,Veneto,Soave,Roger Voss,@vossroger,White Blend,Gini
373,Italy,I Fiori del Borgo,88,15,Northeastern Italy,Collio,Roger Voss,@vossroger,Sauvignon Blanc,Borgo Conventi
374,US,Kathleen's Vineyard,88,19,California,Mendocino County,,,Sauvignon Blanc,Ceago Vinegarden
375,Italy,Vino in Musica,88,40,Tuscany,Toscana,,,Sangiovese,Valiano
376,Italy,Zuc de Volpe,88,18,Northeastern Italy,Colli Orientali del Friuli,Roger Voss,@vossroger,Pinot Grigio,Volpe Pasini
377,Greece,Vigneto Massoni,88,,Naoussa,,Roger Voss,@vossroger,White Blend,Zenato
378,Mexico,Private Reserve,88,18,Valle de Guadalupe,,,,Nebbiolo,L.A. Cetto
379,Italy,Bianco dei Sorni,88,15,Northeastern Italy,Trentino,Joe Czerwinski,@JoeCz,White Blend,La Vis
380,Chile,Estate Bottled,88,12,Rapel Valley,,Michael Schachner,@wineschach,Merlot,Lapostolle
381,Italy,Vigne Alte,88,11,Veneto,Bianco di Custoza,Joe Czerwinski,@JoeCz,White Blend,Fratelli Zeni
382,Chile,Estate Grown Reserve,88,15,Maipo Valley,,Michael Schachner,@wineschach,Cabernet Sauvignon,Carmen
383,Italy,Vigneto Santa Cecilia,88,9,Veneto,Valdadige,Joe Czerwinski,@JoeCz,Chardonnay,Tommasi
384,Italy,Sanct Valentin,88,30,Northeastern Italy,Alto Adige,Roger Voss,@vossroger,Gewürztraminer,San Michele Eppan
385,US,,88,18,California,Rutherford,,,Sauvignon Blanc,Vinoce
386,US,Windacre Vineyard,88,34,California,Russian River Valley,,,Merlot,Merriam
387,US,Reserve Fume,88,17,California,Alexander Valley,,,Sauvignon Blanc,Murphy-Goode
388,US,Paragon Vineyard,88,25,California,Edna Valley,Roger Voss,@vossroger,Pinot Noir,Kynsi
389,Italy,Terlano Classico,88,15,Northeastern Italy,Alto Adige,Joe Czerwinski,@JoeCz,White Blend,Cantina Terlano
390,Chile,Reserve,88,12,Maipo Valley,,Michael Schachner,@wineschach,Cabernet Sauvignon,Casa Julia
391,Chile,Reserve,88,14,Central Valley,,Michael Schachner,@wineschach,Chardonnay,Valdivieso
392,US,,87,12,California,Santa Ynez Valley,,,Sauvignon Blanc,Bridlewood
393,Chile,Castillo de Molina Reserva,87,11,Lontué Valley,,Michael Schachner,@wineschach,Chardonnay,San Pedro
394,Chile,Reserva,87,12,Maipo Valley,,Michael Schachner,@wineschach,Merlot,Undurraga
395,Italy,Rylint,87,,Northeastern Italy,Collio,Roger Voss,@vossroger,White Blend,Conti Formentini
396,US,Ancient Vines,85,16,California,California,,,Zinfandel,Cline
397,Chile,Visión,85,15,Colchagua Valley,,Michael Schachner,@wineschach,Pinot Noir,Cono Sur
398,Chile,Estate Selection,85,13,Curicó Valley,,Michael Schachner,@wineschach,Sauvignon Blanc,Aresti
399,Italy,Extra Dry,85,24,Veneto,Prosecco di Valdobbiadene,,,Prosecco,Astoria
400,Italy,Brut,85,13,Italy Other,Italy,,,Prosecco,Cantine Maschio
401,Italy,Millesimato Extra Dry,85,19,Veneto,Prosecco di Valdobbiadene,,,Prosecco,Val d'Oca
402,Chile,Casa la Joya Reserve,85,11,Colchagua Valley,,Michael Schachner,@wineschach,Syrah,Viña Bisquertt
403,US,Le Bon Viveur,85,15,California,California,,,Red Blend,Vinavanti
404,US,White Hawk Vineyard,85,45,California,Santa Barbara County,,,Syrah,Vino V
405,Italy,Extra Dry,85,19,Veneto,Prosecco del Veneto,,,Prosecco,Viticoltori Ponte
406,France,Brut Mosaïque,85,30,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Jacquart
407,Chile,Casa,85,14,Casablanca Valley,,Michael Schachner,@wineschach,Chardonnay,Lapostolle
408,Italy,Millesimato Extra Dry,85,15,Veneto,Prosecco di Conegliano e Valdobbiadene,,,Prosecco,Le Vigne di Alice
409,US,Dry,85,20,New York,Finger Lakes,Susan Kostrzewa,@suskostrzewa,Gewürztraminer,McGregor
410,US,,85,20,New York,Finger Lakes,Susan Kostrzewa,@suskostrzewa,Cabernet Franc,Miles
411,US,Split Oak Vineyard,85,12,California,California,,,Cabernet Sauvignon,Morro Bay
412,Italy,Canah Brut,85,20,Veneto,Prosecco di Valdobbiadene,,,Prosecco,Perlage
413,Italy,,85,13,Veneto,Prosecco del Veneto,,,Prosecco,Pizzolato
414,Italy,Stefany Extra Dry,85,16,Veneto,Prosecco del Veneto,,,Prosecco,Pizzolato
415,US,,85,14,New York,Finger Lakes,Susan Kostrzewa,@suskostrzewa,Riesling,Red Newt Cellars
416,Italy,Extra Dry,85,14,Veneto,Prosecco del Veneto,,,Prosecco,Ca'Tullio
417,Italy,,85,,Veneto,Prosecco del Veneto,,,Prosecco,Pizzolato
418,Austria,Biokult Zweigelt Pinot Noir,85,,Burgenland,,Roger Voss,@vossroger,Red Blend,Michlits
419,France,,89,20,Bordeaux,Graves,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château de Callac
420,France,,89,,Bordeaux,Bordeaux Blanc,Roger Voss,@vossroger,Bordeaux-style White Blend,Château de Marsan
421,US,Confidential Source,89,30,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Merlot,Guardian
422,US,Blue Mountain Vineyard,89,20,Washington,Walla Walla Valley (WA),Sean P. Sullivan,@wawinereport,Grenache Blanc,Kerloo
423,Austria,Kittl,89,23,Weinviertel,,Anne Krebiehl MW,@AnneInVino,Grüner Veltliner,Kohl
424,US,Verdigris,89,30,California,California,Jim Gordon,@gordone_cellars,White Blend,Las Positas
425,US,Bridge Lane,89,18,New York,New York,Anna Lee C. Iijima,,Rosé,Lieb
426,Spain,Seis,89,18,Northern Spain,Rioja,Michael Schachner,@wineschach,Tempranillo,Luberri
427,US,Cuvée Gabriella Brut Rosé,89,35,New York,North Fork of Long Island,Anna Lee C. Iijima,,Sparkling Blend,Macari
428,Austria,Crazy Creatures,89,17,Kremstal,,Anne Krebiehl MW,@AnneInVino,Grüner Veltliner,Malat
429,US,The Estates Clifton Hill Vineyard,89,42,Washington,Wahluke Slope,Sean P. Sullivan,@wawinereport,Syrah,Milbrandt
430,US,McGinley Vineyard,89,30,California,Santa Ynez Valley,Matt Kettmann,@mattkettmann,Sauvignon Blanc,Ojai
431,US,Indie,89,24,California,Templeton Gap District,Matt Kettmann,@mattkettmann,Tempranillo,ONX
432,US,Upland Vineyard,89,16,Washington,Snipes Mountain,Sean P. Sullivan,@wawinereport,Riesling,Pomum
433,US,Stepping Stones,89,27,California,Santa Barbara County,Jim Gordon,@gordone_cellars,Grenache Blanc,Prospect 772
434,Italy,Rocche dell'Annunziata,89,89,Piedmont,Barolo,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Revello Fratelli
435,Austria,Lage Modler,89,,Thermenregion,,Anne Krebiehl MW,@AnneInVino,Zierfandler,Gebeshuber
436,Italy,Gold Label,89,15,Piedmont,Gavi,Kerin O’Keefe,@kerinokeefe,Cortese,Tenuta La Marchesa
437,US,Henry's Blend,89,54,California,Alexander Valley,Virginie Boone,@vboone,Bordeaux-style Red Blend,Trione
438,Spain,Século,89,15,Northern Spain,Bierzo,Michael Schachner,@wineschach,Mencía,Vinos de Arganza
439,Spain,Marqués de Montejos Selección,89,42,Northern Spain,Vino de la Tierra de Castilla y León,Michael Schachner,@wineschach,Mencía,Vinos de Arganza
440,US,,89,38,Washington,Walla Walla Valley (WA),Sean P. Sullivan,@wawinereport,Cabernet Sauvignon,Walla Walla Vintners
441,Austria,Rosé,89,12,Niederösterreich,,Anne Krebiehl MW,@AnneInVino,Zweigelt,Winzer Krems
442,US,Caya,89,35,New York,Long Island,Anna Lee C. Iijima,,Cabernet Franc,Wölffer
443,US,Estate Grown,88,32,California,Sonoma Valley,Virginie Boone,@vboone,Zinfandel,Dunbar
444,Austria,Altweingarten,88,12,Wagram,,Anne Krebiehl MW,@AnneInVino,Grüner Veltliner,Eschenhof Holzer
445,Italy,Vigorosa Rosato,88,28,Sicily & Sardinia,Etna,Kerin O’Keefe,@kerinokeefe,Nerello Mascalese,Fattorie Romeo del Castello
446,US,,88,20,California,Paso Robles,Matt Kettmann,@mattkettmann,Cabernet Sauvignon,Flying Cloud
447,France,Domaine de la Vieille Cure Sur Lie,88,14,Loire Valley,Muscadet Sèvre et Maine,Roger Voss,@vossroger,Melon,Gadais Père et Fils
448,France,Domaine de la Becassonne,88,19,Rhône Valley,Côtes du Rhône,Joe Czerwinski,@JoeCz,Rhône-style White Blend,André Brunel
449,Italy,Pas Dosé Aligi Sassu,92,39,Lombardy,Franciacorta,Kerin O’Keefe,@kerinokeefe,Chardonnay,Majolini
450,France,Classe M,92,,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Montaudon
451,Italy,Messaggero,92,35,Tuscany,Vino Nobile di Montepulciano,Kerin O’Keefe,@kerinokeefe,Sangiovese,Montemercurio
452,France,Les Tillets,92,,Burgundy,Meursault,Roger Voss,@vossroger,Chardonnay,Patrick Javillier
453,France,Brut Prestige,92,69,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Philippe Fontaine
454,Canada,Reserve Icewine,92,30,Ontario,Niagara-On-The-Lake,Sean P. Sullivan,@wawinereport,Vidal,Pillitteri
455,US,Reserve,92,40,California,Carneros,,,Chardonnay,Robert Mondavi
456,US,Brut,92,23,California,Anderson Valley,Virginie Boone,@vboone,Sparkling Blend,Roederer Estate
457,US,Solomon Hills Vineyard,92,45,California,Santa Maria Valley,,,Pinot Noir,Rusack
458,Italy,Gran Cuvée Pas Operé,92,50,Lombardy,Franciacorta,Kerin O’Keefe,@kerinokeefe,Sparkling Blend,Bellavista
459,France,Tzarina No 1 Brut,92,100,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Chanoine
460,US,Ridgecrest Vineyards,92,50,Oregon,Ribbon Ridge,Paul Gregutt,@paulgwine ,Pinot Noir,Chehalem
461,US,Stoller Vineyards,92,29,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Pinot Blanc,Chehalem
462,France,Blagny Premier Cru,92,66,Burgundy,Meursault,Roger Voss,@vossroger,Chardonnay,Henri de Villamont
463,France,Cuvée Marguerite Brut,92,60,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Vollereaux
464,Germany,Westhofen Morstein GG Trocken,92,115,Rheinhessen,,Anna Lee C. Iijima,,Riesling,Wittmann
465,Italy,Morar,92,69,Veneto,Amarone della Valpolicella,Kerin O’Keefe,@kerinokeefe,Red Blend,Valentina Cubi
466,France,Blanc de Blancs Brut,92,,Champagne,Champagne,Roger Voss,@vossroger,Chardonnay,Deutz
467,US,Evenstad Reserve,92,65,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Domaine Serene
468,Germany,Ürziger Würzgarten Alte Reben GG Trocken,92,42,Mosel,,Anna Lee C. Iijima,,Riesling,Dr. Loosen
469,Germany,Wehlener Sonnenuhr Kabinett,92,27,Mosel,,Anna Lee C. Iijima,,Riesling,Dr. Loosen
470,France,Édition Limitée Extra Brut,92,70,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,H. Blin
471,France,Les Chatelots Premier Cru,92,73,Burgundy,Chambolle-Musigny,Roger Voss,@vossroger,Pinot Noir,Henri de Villamont
472,France,Les Feusselottes Premier Cru,92,72,Burgundy,Chambolle-Musigny,Roger Voss,@vossroger,Pinot Noir,Henri de Villamont
