AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
5.9326,1019.1,79.514,4.0208,35.959,1099.8,534.48,162.15,13.947,2.7735,59.667
6.3595,1019.6,75.413,4.0647,36.098,1100,532.3,163.32,14.09,2.7233,59.001
5.7455,1020.2,72.694,4.0841,35.165,1100,531.85,164.57,14.145,2.8953,59.488
4.2294,1020.1,77.04,4.1218,34.496,1100,530.12,166.09,14.214,2.99,59.379
3.6049,1020.5,78.802,4.1109,33.902,1100.1,530.47,166.19,14.162,2.8868,59.148
2.8835,1021.3,80.96,4.1499,33.775,1100,529.7,166.85,14.278,2.9325,59.003
2.8496,1022.1,81.608,4.1627,33.933,1100,529.24,167.29,14.224,2.9135,57.65
3.0949,1022.7,81.304,4.1546,33.851,1099.9,529.51,166.91,14.256,2.7829,58.307
3.5956,1023.3,81.183,4.148,33.846,1100,530.17,166.42,14.18,2.5208,59.465
4.9969,1023.8,80.824,4.0943,33.527,1100,531.56,164.39,14.146,2.6403,58.935
6.4564,1024.2,77.646,4.057,33.374,1100,533.57,161.91,14.029,2.6176,58.266
7.5357,1024.1,73.24,4.0954,33.923,1099.9,532.92,162.16,14.08,2.4982,57.051
7.8653,1023.8,71.755,4.1234,34.332,1100,532.46,162.36,14.055,2.6199,56.606
7.9297,1023.5,70.034,4.0868,34.017,1100,533.61,161.68,13.984,2.4679,57.499
8.1406,1023.5,68.735,4.0952,34.206,1099.9,533.21,161.66,14.014,2.5047,58.372
8.5262,1023.5,67.093,4.0957,34.184,1099.9,533.16,161.71,14.049,2.5786,59.038
8.6125,1023.7,66.975,4.1196,34.148,1100.1,532.71,161.99,14.02,2.7181,57.989
8.2469,1024.2,68.745,4.0803,33.659,1100,533.45,161.66,13.998,2.8081,58.078
7.6365,1024.5,69.817,4.0577,33.155,1099.9,533.58,161.8,14.002,2.7213,58.617
7.3294,1024.7,71.742,4.0162,32.727,1099.9,534.04,161.61,13.976,2.8236,59.003
6.7533,1024.9,73.658,4.0876,33.126,1100.1,532.22,163.22,14.1,2.4258,57.165
5.4628,1025.1,76.877,4.0549,32.869,1099.7,532.55,163.64,14.102,2.3025,57.814
4.6373,1025.1,79.519,4.0998,33.421,1099.9,531.36,164.59,14.141,2.5633,58.132
4.2144,1025.1,79.445,4.1202,33.475,1099.9,530.73,165.57,14.214,2.8165,57.83
4.0782,1025.2,80.935,4.1581,33.7,1099.9,529.91,165.92,14.21,2.9123,57.707
4.6128,1025.1,81.234,4.0853,33.146,1100,531.85,164.34,14.126,2.9008,58.405
5.0159,1024.8,81.642,4.1212,33.296,1100,531.39,164.44,14.143,2.9776,58.09
5.602,1024.2,80.28,4.1088,33.017,1099.7,532.4,163.49,14.089,2.7352,58.233
5.8587,1024,80.696,4.1069,33.215,1100,531.77,163.87,14.108,2.5507,57.75
6.2573,1024,79.981,4.0069,32.369,1099.8,534.54,161.8,13.89,2.5466,58.999
6.5067,1024,78.887,4.0402,32.615,1100.1,533.96,162.07,13.963,2.5887,59.338
6.3896,1024.1,79.103,4.0799,33.056,1099.9,532.75,163.17,14.092,2.7353,58.081
6.4337,1024.4,79.603,4.0794,33.032,1099.9,532.64,162.94,14,2.9479,57.728
7.404,1024.7,77.837,4.1367,33.365,1100.1,531.78,162.97,14.117,3.0023,58.089
8.7136,1024.8,71.354,4.1306,33.289,1100.1,532.64,161.9,14.044,2.6918,58.217
9.3753,1024.5,68.86,4.1257,33.164,1100,533.91,160.71,13.998,2.2064,58.435
9.658,1024,64.735,4.0616,33.096,1100,535.15,159.87,13.893,2.5324,59.954
9.6082,1023.6,66.782,4.0499,33.867,1100.1,534.33,160.29,13.909,2.6069,59.238
9.4986,1023.4,65.646,3.9869,33.476,1100.1,536.47,158.77,13.766,2.8641,58.781
9.5461,1023.2,66.631,4.0728,33.742,1100.1,534.32,160.16,13.964,2.8316,57.743
9.4349,1023.4,66.66,4.0563,33.049,1100,535.01,160.14,13.856,2.732,58.652
8.6468,1023.5,68.327,4.1244,33.377,1100.1,532.3,162.26,14.069,2.8555,57.731
7.741,1023.7,70.898,4.1026,33.479,1100,531.21,163.81,14.123,2.9036,57.365
6.1819,1023.6,74.21,4.1191,33.507,1099.9,531.12,164.62,14.159,2.8128,57.519
5.0636,1023.6,76.173,4.1055,33.32,1099.9,531.51,165.03,14.145,2.7366,58.339
4.1102,1023.8,79.495,4.1266,33.496,1100,531.12,165.38,14.171,2.6176,58.031
3.1947,1024.1,79.878,4.1563,33.647,1100,530.34,166.6,14.248,2.7827,58.552
2.7947,1024.2,82.922,4.2471,34.365,1099.9,528.26,167.69,14.384,2.2359,56.429
2.7169,1024.1,82.737,4.1993,34.171,1099.9,528.9,167.49,14.357,2.773,57.26
2.3815,1024,82.921,4.2302,34.276,1099.9,528.26,167.96,14.343,2.618,56.897
2.1492,1024,83.828,4.2282,34.043,1100.1,528.76,167.94,14.341,2.7511,56.055
1.452,1024.2,82.202,4.2534,34.395,1100,527.65,169.29,14.422,2.8579,56.718
0.61635,1024.1,86.496,4.1613,33.627,1100,529.87,167.79,14.266,2.3859,57.442
0.32456,1024.2,89.692,4.2758,34.527,1099.9,527.09,169.56,14.381,1.857,56.443
0.75101,1024.3,92.896,4.4314,34.12,1100,528.41,168.37,14.365,1.7076,56.632
1.3553,1024.4,92.392,4.5803,34.089,1100,528.45,168.05,14.332,2.3431,57.748
1.8072,1024.6,92.018,4.6326,33.738,1100,529.6,167.34,14.214,2.6369,55.154
2.6957,1024.9,92.129,4.6323,34.02,1099.9,528.87,167.23,14.255,2.2018,51.573
4.2745,1024.7,93.522,4.579,33.769,1100,530.14,165.7,14.176,2.514,51.893
6.2525,1024.1,93.171,4.5351,33.642,1100,531.12,164.31,14.14,3.1248,50.94
7.4615,1023.4,90.872,4.4239,34.088,1099.9,530.91,163.91,14.142,3.1905,51.395
9.0014,1022.8,86.453,4.2089,35.052,1099.9,532.41,161.52,14.078,2.9923,52.678
11.031,1022.6,66.21,4.1359,36.632,1099.9,533.77,159.62,13.978,2.4456,53.905
11.521,1022.3,70.374,4.0838,36.421,1100,533.99,160.43,13.93,2.2871,53.193
10.682,1022.3,75.971,4.0955,36.079,1100,533.26,161.21,14.014,2.5577,51.959
10.271,1022,77.379,4.0991,35.801,1100,532.99,161.59,14.017,2.7491,51.382
10.069,1021.8,77.874,4.152,35.835,1099.8,531.72,162.43,14.079,2.9949,51.483
9.9216,1021.4,76.155,4.1005,35.409,1100.1,532.75,161.98,14.039,2.8844,52.216
8.8979,1021.2,77.636,4.1625,34.788,1100,530.98,163.77,14.171,2.5432,51.63
7.6232,1021.2,78.5,4.1318,33.901,1099.9,531.84,163.68,14.12,3.0077,52.856
6.5958,1021,80.105,4.1022,33.564,1099.9,531.87,163.92,14.117,2.8875,52.46
6.1943,1021,81.188,4.1385,33.605,1100,531.23,164.45,14.126,2.4423,52.754
6.5412,1020.5,82.256,4.0659,32.909,1100.2,534.05,162.24,13.996,2.6824,53.283
7.4325,1020.4,83.235,3.986,32.483,1100.1,535.95,160.19,13.877,2.6418,52.995
8.5784,1020.1,81.785,4.0672,32.953,1100,534.19,161.41,13.978,2.8883,52.604
8.5385,1019.6,81.081,4.0741,32.97,1099.7,533.9,161.6,13.914,2.7773,52.826
8.2398,1019,81.711,4.0515,32.647,1100,534.88,161.15,13.912,2.6927,52.892
8.4968,1018.7,80.88,4.0745,32.8,1099.9,535.23,160.14,13.865,2.2834,53.556
8.6295,1018.9,80.302,4.0906,33.399,1100.1,533.58,161.61,13.925,2.115,52.217
9.4502,1018.9,81.085,4.1008,33.557,1100,533.59,161.16,13.984,2.2759,52.264
10.196,1018.9,79.731,4.0842,33.953,1100,534.15,160.47,13.899,2.3127,54.826
10.909,1018.9,79.535,4.0577,34.234,1100,535.48,159.26,13.851,2.4881,57.97
12.158,1019,71.413,3.9949,35.325,1099.8,537.22,157.34,13.762,2.4653,58.472
12.983,1018.3,66.381,4.0734,36.244,1100,535.98,157.46,13.836,2.9408,58.887
13.45,1017.8,62.322,4.0763,35.726,1100.1,536.35,157.31,13.808,3.1325,60.509
13.986,1017.2,61.182,4.0929,36.185,1100,536.34,156.92,13.802,2.8571,59.502
14.236,1016.6,59.484,4.0585,35.838,1100.1,537.04,156.51,13.715,2.4221,58.68
14.269,1016.4,61.825,4.0316,35.586,1100,536.91,156.84,13.797,2.7589,58.264
14.229,1015.9,61.279,4.0331,34.968,1100.2,537.81,156.23,13.659,2.7382,58.859
14.023,1015.8,62.767,4.0949,34.993,1099.9,535.79,157.66,13.823,2.3789,57.928
13.242,1015.9,65.2,4.043,34.607,1100,536.62,157.65,13.766,2.2959,57.808
11.671,1016,71.059,4.0326,34.056,1100.2,535.6,159.1,13.873,2.7375,58.887
10.724,1016.2,74.376,3.9957,33.133,1100,536.44,158.62,13.756,3.0888,59.492
11.163,1016.2,75.785,3.9978,32.932,1100,536.63,158.38,13.808,2.5619,59.805
10.814,1016.3,75.286,3.9937,32.499,1100.2,536.43,158.86,13.814,2.6444,58.842
10.266,1016.3,77.654,4.0861,33.069,1099.9,533.95,160.62,13.981,2.9372,57.591
9.1305,1016.3,78.85,2.9126,24.071,1065.6,548.32,125.35,11.389,4.2931,71.303
9.0865,1016.2,80.567,2.8239,23.082,1063.2,550.14,122.44,11.189,4.0922,72.091
9.0815,1016.4,80.806,2.8334,23.017,1063.8,549.89,122.78,11.211,3.6385,71.957
7.9074,1016.2,79.667,2.7754,22.394,1063.5,549.97,123.03,11.144,3.7181,73.643
7.6232,1016.1,82.403,2.7484,21.74,1060.9,549.77,120.86,10.945,4.098,74.092
7.3369,1016,82.146,2.6213,20.786,1055.9,549.6,117.11,10.781,4.4507,74.027
10.497,1015.3,75.337,2.6072,20.574,1033.1,537.04,109.86,10.587,7.6917,119.52
10.957,1015.8,74.322,3.107,24.617,1079.4,549.88,134.18,11.844,3.743,69.44
11.523,1016.2,74.281,3.0871,24.777,1079,549.95,133.57,11.809,4.9081,67.7
12.174,1016.1,72.565,3.1459,25.408,1080.2,550.05,134.35,11.914,2.4181,63.871
12.523,1016.2,71.746,3.1757,25.774,1080.2,550.05,134.22,11.993,2.6397,68.618
12.609,1015.9,72.626,3.1997,26.176,1081.2,550.02,135.15,11.947,2.7436,69.313
12.573,1015.7,74.23,3.1454,25.851,1078.7,550.01,133.15,11.944,3.3255,67.755
12.553,1015.6,72.348,3.1655,26.305,1079.7,549.89,133.91,11.952,5.0326,66.242
12.577,1015.8,70.466,3.1318,26.498,1079.6,549.88,133.72,11.969,2.9633,62.249
12.372,1016,69.431,3.1229,25.932,1078.9,549.92,133.31,11.957,3.1206,65.151
11.853,1016.2,70.31,3.1176,25.534,1079,550.05,133.67,11.87,3.5017,66.828
11.276,1016.6,70.556,3.048,24.738,1078.3,550.11,133.31,11.816,3.8051,69.323
10.257,1017,71.773,3.03,24.298,1078.4,550.1,133.76,11.924,3.652,71.196
9.5607,1017.3,76.417,3.0968,24.191,1078.4,550.1,133.88,11.881,3.7166,71.638
9.4831,1017.5,77.304,3.1064,24.051,1078.1,550.13,133.54,11.886,3.5989,70.659
9.9418,1017.7,75.717,3.0744,24.149,1078.9,550.14,133.92,11.825,3.4303,69.515
10.067,1017.9,73.975,3.0775,24.04,1078.8,550.11,133.92,11.841,3.1456,68.139
10.617,1018.7,77.825,2.4651,19.042,1035.5,544.18,105.84,10.16,7.834,88.595
10.504,1019,78.08,2.634,20.427,1042.1,542.44,112.27,10.636,9.2061,97.266
10.733,1019.3,77.585,3.0358,23.645,1075.2,550.14,130.59,11.622,3.584,69.424
11.24,1019.6,75.721,3.0854,23.901,1075.4,550.07,130.55,11.629,3.3855,68.276
11.854,1019.9,74.439,3.0867,24.737,1076.4,550.01,130.98,11.745,3.8333,67.928
12.456,1019.7,73.035,3.0885,25.151,1075.7,550.07,130.43,11.763,1.8717,62.693
12.65,1019.1,72.312,3.0755,25.814,1076.2,550.06,130.87,11.78,1.2302,62.818
12.727,1018.4,71.134,3.0407,25.992,1073.7,550.04,129.03,11.668,2.4059,64.353
12.787,1018,69.72,3.0671,26.316,1074.8,550.01,129.9,11.719,3.3877,63.906
12.807,1017.6,70.342,3.0824,26.263,1076.1,550.02,130.9,11.623,3.6382,64.813
12.718,1017.4,68.779,3.04,25.826,1074.4,550,129.68,11.573,3.4898,64.796
12.488,1017.2,67.567,2.995,25.499,1074.8,549.99,130.13,11.628,4.0664,65.775
12.03,1017.3,67.912,3.0014,24.817,1075.1,550.1,130.87,11.629,4.5697,65.527
11.442,1017.2,69.942,3.0189,24.354,1073.8,549.86,129.74,11.522,3.1955,65.561
10.822,1017.1,70.838,2.5742,20.755,1050.9,550.15,113.14,10.592,5.094,74.409
11.175,1016.7,73.543,2.8319,22.796,1063.7,550.11,122.11,11.207,4.2266,71.01
11.639,1016.2,72.143,3.0228,24.59,1073.4,550.01,129.1,11.608,3.8063,66.99
11.841,1016,70.909,3.0155,24.954,1075.1,549.75,130.5,11.607,3.116,66.07
11.114,1013.3,75.459,3.0626,24.796,1075.4,549.95,131.14,11.662,3.5395,68.033
10.944,1013.2,74.011,3.0236,25.116,1074.2,549.93,130.06,11.605,3.9359,69.411
11.897,1013,71.614,3.1066,26.682,1076,549.91,131.1,11.739,4.2888,66.927
12.625,1012.5,70.581,3.0671,27.657,1075,550.05,130.09,11.653,2.262,66.509
13.257,1011.6,65.048,2.9462,27.035,1067.7,550.28,124.68,11.357,2.8429,70.036
13.799,1010.6,60.719,3.0595,27.873,1073.5,549.8,128.67,11.665,3.0768,67.863
14.044,1010.1,60.085,3.4249,29.952,1084.1,546.38,138.89,12.396,3.6323,68.113
14.294,1009.7,59.63,3.0759,26.44,1073.6,550.15,128.78,11.606,3.4856,66.576
14.471,1009.4,54.972,3.067,26.73,1073.8,550.12,128.84,11.553,3.6376,67.481
14.103,1009.2,58.677,3.0504,26.289,1073.7,550.02,129.1,11.548,3.4667,68.235
13.523,1009,62.285,3.0549,25.76,1074.3,549.98,129.79,11.591,3.3738,68.472
13.17,1008.4,64.586,3.0534,25.395,1073,550.04,128.75,11.614,3.4523,67.546
12.745,1007.7,66.313,3.028,25.324,1072.9,549.98,128.86,11.612,3.3262,68.258
12.62,1007.1,66.417,3.0282,25.407,1073.4,549.8,129.26,11.549,3.4218,68.199
12.57,1007.1,67.104,2.4952,21.814,1039.7,547.39,106.4,10.235,6.2836,80.55
12.567,1006.8,67.09,3.038,25.2,1072.4,549.99,128.58,11.585,3.5854,66.558
12.525,1006.2,66.588,2.569,22.451,1048.3,549.82,110.83,10.475,4.9349,71.016
12.467,1005.9,66.649,2.5485,22.41,1047.6,549.93,110.49,10.388,4.7951,71.428
10.831,1005.6,75.51,2.4141,19.908,1034.8,545.62,105.22,10.144,7.2251,86.109
10.63,1005.4,78.449,2.9137,22.993,1066.3,549.25,125.48,11.261,4.1374,72.503
11.343,1006.1,80.618,3.0875,24.066,1073.4,549.83,129.79,11.515,3.5694,66.722
12.495,1006.3,73.095,3.2187,23.907,1075,549.85,130.63,11.651,3.5635,66.814
12.867,1006.3,74.685,3.2146,23.817,1075.7,549.91,131.23,11.713,3.2134,65.761
13.345,1006,71.159,3.1769,24.135,1073.6,549.84,129.34,11.542,3.1812,65.492
13.992,1005.6,66.533,2.6042,21.338,1046,549.89,109.17,10.313,4.9573,72.044
13.87,1005.9,68.797,2.4802,21.76,1043.3,550.01,107.5,10.226,5.3062,72.935
13.369,1006,73.365,2.5563,22.591,1046.4,549.77,109.61,10.362,5.4436,72.439
13.316,1006.3,73.095,2.5314,22.542,1047.5,549.63,110.47,10.409,6.1503,72.98
12.553,1006.5,74.105,2.9362,24.236,1067.5,549.93,125.37,11.341,1.9767,66.227
12.542,1006.8,75.77,3.1024,24.92,1075.4,549.97,130.85,11.653,1.8042,65.69
13.537,1007.1,73.725,3.1249,25.279,1074.2,550.02,129.49,11.682,2.4499,65.346
13.576,1007.3,74.235,2.7121,23.448,1055,549.72,115.88,10.752,4.5667,69.137
13.168,1007.6,71.507,2.562,21.297,1047.2,549.98,110.12,10.355,2.5205,71.231
13.132,1007.7,69.979,2.6585,22.098,1052.8,550.24,113.91,10.669,3.0402,69.305
13.218,1009.6,67.681,2.7094,20.52,1052.3,549.83,113.49,10.539,5.0577,74.555
13.872,1010,64.233,2.7125,20.867,1052.3,549.91,113.29,10.627,4.8615,72.25
14.379,1010.1,62.651,2.7162,21.933,1050.6,548.44,112.69,10.648,6.5224,78.26
14.5,1009.8,61.913,2.7144,23.189,1054.8,549.4,115.44,10.722,5.6839,72.425
14.032,1009.5,64.663,2.4941,22.472,1044.5,550.3,107.9,10.278,5.0516,71.109
13.748,1009.4,67.619,2.488,22.055,1043.5,549.86,107.09,10.27,7.3491,76.216
13.344,1009.5,69.243,2.4898,21.781,1044.6,549.77,107.93,10.244,6.3935,72.344
12.87,1009.8,70.483,2.4818,21.058,1044.4,549.64,107.92,10.205,5.4154,72.528
12.938,1010.1,68.353,2.6143,21.985,1052.4,550.28,113.74,10.556,4.917,71.954
12.889,1010.6,68.647,3.0183,24.606,1074.1,550.03,129.63,11.575,3.7775,68.589
12.69,1010.7,71.471,3.0704,24.615,1075.4,550.09,130.69,11.706,3.8203,68.546
12.648,1010.8,70.521,3.0839,24.691,1076.2,550.04,131.07,11.79,3.1963,66.481
12.794,1011.2,72.863,3.0806,24.599,1075.5,549.9,130.63,11.695,3.3849,66.325
12.06,1011.4,79.677,3.0806,23.957,1074.8,549.81,130.32,11.728,3.6064,67.006
11.92,1011.9,80.233,3.0314,23.952,1074,550.15,129.65,11.615,4.6106,68.29
12.076,1011.9,81.072,2.6581,21.045,1053.3,549.5,114.38,10.683,4.4609,69.021
12.405,1012.1,78.824,2.4717,20.152,1044.3,549.76,108.04,10.278,5.3187,73.036
12.545,1012.5,76.275,2.5115,19.977,1044.7,550.17,108.22,10.323,7.2764,75.121
12.025,1012.7,77.513,2.5217,19.864,1047.5,550.33,110.29,10.371,4.7987,70.344
11.336,1013,80.496,2.5246,19.198,1044.3,549.71,108.19,10.306,5.3747,74.151
10.97,1013.5,81.504,2.6137,19.822,1050.3,550.04,112.45,10.575,4.8335,74.004
10.7,1014.3,81.85,2.844,21.795,1062,548.53,121.74,11.101,4.785,76.04
10.249,1015,83.263,2.5261,18.624,1043.1,548.23,108.54,10.296,6.0523,80.788
9.7782,1015.8,83.829,2.9141,22.285,1065.4,548.34,125.19,11.28,5.1512,79.887
9.531,1016.4,83.466,3.0187,23.108,1072.6,550.09,129.23,11.515,3.9117,71.873
9.8831,1016.9,81.452,3.0777,23.704,1074.6,550.12,130.47,11.568,3.4374,71.201
10.182,1016.9,79.492,3.0833,24.105,1075.2,550.11,130.9,11.664,3.0167,68.546
10.374,1016.6,76.536,3.0905,24.102,1075.7,550.11,131.26,11.738,2.9838,68.766
10.181,1016.6,75.264,3.071,23.878,1075,550.09,130.76,11.743,3.3113,69.964
9.6471,1016.9,75.94,3.0521,23.588,1075,550.04,130.95,11.656,4.1677,73.041
8.8885,1017.2,79.265,3.0632,23.442,1075.1,549.98,131.24,11.7,4.2498,72.348
8.2501,1017.3,81.78,3.0605,23.367,1075,549.97,131.35,11.683,3.6245,71.948
7.8624,1017.8,82.546,3.0618,23.317,1074.8,550.05,131.32,11.721,3.3283,73.088
7.8272,1018.1,82.035,3.0579,23.315,1075,550.05,131.43,11.617,3.5754,73.204
7.8649,1018.2,82.046,3.0594,23.242,1074.5,550.09,130.93,11.71,3.6384,72.81
7.8765,1018.1,82.086,3.0703,23.279,1074.5,549.9,130.96,11.723,3.4285,71.862
7.7987,1018,83.089,2.9979,22.826,1071.8,549.78,129.01,11.584,3.566,72.566
7.7773,1017.8,83.233,3.0436,23.171,1073.8,549.88,130.5,11.677,3.4649,71.676
7.8641,1017.6,82.909,3.0307,23.144,1072.9,549.99,129.79,11.611,3.5929,71.562
7.9848,1017.3,82.813,3.0177,23.06,1072.3,550.1,129.36,11.516,3.5133,72.21
7.6969,1016.8,87.004,3.0442,23.098,1072.6,550.09,129.59,11.572,3.5948,70.856
7.7314,1016.3,86.277,3.0358,23.149,1072.7,550.09,129.77,11.631,3.5944,71.207
7.7553,1015.9,85.393,2.919,22.17,1064.5,549.23,124.36,11.215,4.0222,72.457
7.758,1015.6,85.097,2.5465,19.323,1040.8,546.95,108.69,10.345,6.1119,77.361
7.7501,1015.3,86.275,2.9304,22.288,1065.7,549.5,125.03,11.317,4.3542,72.922
7.6968,1014.9,87.166,3.0397,23.197,1072.3,549.84,129.52,11.458,3.8745,71.04
7.708,1014.6,88.183,3.0882,23.351,1073.1,549.89,130.24,11.526,3.8345,70.004
7.8727,1014.5,88.422,3.0698,23.502,1073.5,549.88,130.38,11.61,3.4814,69.387
8.2993,1014,88.98,3.0836,23.75,1073.3,549.87,130.24,11.615,3.2472,69.721
9.0914,1013.6,87.628,3.076,23.849,1072.7,550.03,129.58,11.55,3.3314,68.032
10.062,1012.9,82.994,3.088,24.919,1073.5,549.97,129.87,11.678,3.2714,67.258
10.506,1011.7,80.597,3.0928,25.926,1074,549.96,130.34,11.67,3.764,67.2
10.994,1010.8,79.589,3.0772,26.306,1072.5,550.06,129.18,11.657,3.4308,67.188
11.262,1010.1,78.454,3.0707,26.818,1074,550.12,130.36,11.61,4.0542,67.387
11.074,1009.2,79.878,3.0864,27.43,1073.6,549.93,130.17,11.561,5.5399,68.077
10.805,1008.8,80.129,3.0815,27.393,1073.4,549.97,130.07,11.598,3.6666,65.072
9.905,1008.6,81.662,3.0972,26.705,1073,550.07,129.94,11.512,3.3666,68.132
9.5942,1008.5,83.038,3.0656,26.613,1073.8,550.02,130.72,11.603,3.5847,68.08
9.0767,1008.3,86.26,3.0766,26.042,1072.4,550.02,129.72,11.532,3.7044,69.877
8.7569,1007.7,88.636,3.0944,25.591,1071.8,550.07,129.26,11.547,3.4533,68.796
8.5424,1007,89.739,3.1012,25.677,1072.1,549.95,129.59,11.531,3.4845,68.821
8.484,1006.4,90.848,3.0722,25.527,1071,549.98,128.89,11.545,3.2893,69.042
8.5863,1005.9,91.016,3.0632,25.955,1071.2,550.03,128.93,11.521,3.7218,69.328
8.3938,1005.3,90.122,2.8759,22.881,1061.6,548.65,122.91,11.141,5.067,73.648
8.2863,1005,90.17,2.5111,18.935,1042.3,548.79,108.58,10.281,5.857,74.796
8.2665,1005.2,90.368,2.5023,18.399,1043,549.44,108.53,10.295,5.2814,72.838
8.2872,1005.2,90.261,2.5042,18.288,1041.7,548.71,108.06,10.289,5.7129,75.073
8.2938,1005.1,90.1,2.4914,18.288,1043.8,549.84,108.81,10.282,5.1477,73.556
8.061,1005.2,89.876,2.5272,18.227,1043.8,549.61,108.89,10.291,5.2889,74.239
7.8234,1005.7,88.292,2.7285,19.977,1051.8,548.01,116.28,10.769,5.2025,75.977
7.893,1006.3,87.598,3.052,23.15,1073.9,549.9,131.23,11.529,3.3469,70.304
7.6387,1006.9,83.914,3.0484,23.043,1073.5,550.05,130.91,11.664,3.3985,71.272
7.4074,1007.4,84.112,3.0472,23.054,1073.4,550.14,130.85,11.56,3.6631,71.936
7.7945,1007.9,83.974,3.0076,22.994,1072.5,550.15,130.2,11.571,3.5129,71.585
8.377,1008.1,81.091,2.9663,22.833,1072.1,550.17,129.97,11.585,3.3022,72.854
8.3655,1008.1,79.149,2.9584,22.746,1072,549.99,129.95,11.518,3.4685,72.031
8.5788,1008,77.709,2.9681,22.814,1072.2,549.83,129.93,11.611,3.319,71.409
8.6258,1008.1,75.76,2.9614,22.94,1072.4,549.92,130.13,11.592,3.1272,70.976
8.5552,1008.5,75.074,2.9731,23.009,1073.3,549.97,130.84,11.672,3.2734,71.402
8.4719,1009,75.584,3.0354,23.215,1073.9,550,131.16,11.596,3.2184,71.671
8.3344,1009.6,76.571,3.0493,23.208,1074.5,549.98,131.53,11.649,3.7013,70.469
8.0926,1010.3,77.31,3.0485,23.528,1074.7,549.88,131.87,11.605,3.5628,72.044
7.8829,1010.5,79.032,2.9947,23.147,1072.8,549.85,130.31,11.514,3.6073,72.384
7.8294,1010.6,80.437,2.9962,22.976,1071.7,549.99,129.43,11.5,3.6725,72.318
7.6797,1010.8,78.998,3.0099,22.826,1071.9,549.94,129.7,11.572,3.6368,72.493
7.463,1010.9,77.213,2.9742,22.851,1069.6,549.9,127.9,11.464,3.9108,74.313
7.3244,1011.1,77.844,3.0048,23.473,1071.9,550.14,129.71,11.56,3.7639,74.35
6.9263,1011,78.759,2.9918,22.869,1071.3,550.07,129.31,11.55,3.7745,74.321
6.5684,1010.6,80.121,2.9907,22.711,1069.9,549.31,128.86,11.443,3.997,75.325
6.4916,1010.4,79.863,2.5439,18.669,1035,542.84,108.35,10.374,7.2444,81.347
6.4622,1010.1,80.351,3.0406,22.88,1072.1,550.05,130.09,11.534,3.1949,73.418
6.4938,1009.9,81.676,2.9984,23.071,1072.9,550.08,130.54,11.531,3.2442,71.976
6.5886,1009.6,82.365,3.0277,23.152,1072.5,550.14,130.25,11.467,3.8847,72.879
6.5605,1009.4,83.138,3.0732,23.342,1073.8,549.75,131.31,11.53,3.9027,72.79
6.3762,1009.2,84.008,3.0773,23.207,1073.8,549.8,131.36,11.551,3.6436,72.498
6.3547,1008.9,85.641,3.0941,23.344,1074.8,549.92,132.27,11.597,3.2575,71.351
7.0696,1008.8,85.187,3.0698,23.288,1074.3,550.01,131.75,11.58,3.0327,70.109
7.9645,1008.5,81.212,3.0669,23.099,1072.6,549.95,130.13,11.561,3.1843,70.274
9.0518,1008,74.427,3.0901,23.335,1073.9,550.01,130.84,11.672,3.2029,69.123
10.089,1007,68.993,3.1031,23.414,1074.1,550.07,130.83,11.712,3.2922,69.669
10.783,1006.1,67.727,3.0995,23.436,1074.2,549.97,130.7,11.688,3.471,68.692
11.153,1005.6,71.204,3.1168,23.72,1075.1,549.98,131.58,11.623,2.9429,65.771
10.928,1005.5,74.314,3.0972,23.653,1075.1,550.07,131.49,11.747,2.9293,66.001
10.413,1005.2,76.981,3.0909,23.474,1074.1,549.98,130.95,11.7,3.2897,67.475
9.9621,1004.9,78.963,3.096,23.486,1074.2,549.92,131.03,11.672,3.6164,67.086
9.9057,1004.9,80.84,3.1088,23.403,1074.2,549.91,131.11,11.557,3.349,65.565
10.116,1004.9,82.026,3.1059,23.327,1073.7,549.81,130.5,11.568,3.2037,66.425
10.502,1004.9,82.424,3.0998,23.379,1073.2,549.92,130.01,11.676,3.2406,66.796
10.884,1004.6,82.104,3.1177,24.329,1073.6,549.94,130.27,11.658,3.0698,66.376
11.016,1004.4,81.526,3.1344,24.137,1074.6,549.96,131.11,11.656,3.16,66.306
11.156,1003.9,81.3,3.0895,24.562,1070.8,550.02,128.27,11.509,3.562,65.65
11.403,1003.6,80.649,3.1048,25.085,1073,550.06,129.87,11.647,3.2917,64.058
11.098,1003.1,79.797,2.9187,23.667,1061.9,549.11,122.54,11.148,4.4033,68.481
10.637,1002.8,80.641,2.5548,20.602,1040.9,548.46,107.8,10.211,6.2888,73.44
10.275,1002.5,82.03,2.578,21.604,1045.1,549.6,109.42,10.329,5.5593,71.069
10.63,1002.3,79.342,2.5093,21.015,1042.6,549.69,107.5,10.221,5.7596,71.148
11.551,1002.1,73.524,2.5429,21.612,1043.5,549.88,107.96,10.154,5.6009,71.278
11.601,1002.1,71.976,2.5451,21.484,1042.6,549.1,107.74,10.14,5.7562,72.294
11.797,1002.1,71.019,2.9294,23.562,1061.6,549.51,121.97,11.089,4.6257,70.886
12.246,1002.1,67.812,3.2075,25.424,1075,550.17,131.06,11.636,3.4795,65.334
12.712,1002.1,65.63,3.1691,25.612,1073.4,549.97,129.89,11.618,3.6507,65.274
13.106,1001.8,64.358,3.1771,25.942,1072.7,550,129.26,11.503,3.7423,66.03
