CONTROL,SHIPMONTH,WEIGHT,WGTADJ,REGION,SECTIONS,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED,jstatus,jprice,jsqft,jbedroom,jtitle,jlocation,jfoundation,jsecured
20080352,202008,28.0286,1.0114,3,2,1,140000,2500,3,9,9,9,9,R,R,R,R,9,9,9,9
20080353,202008,28.0286,1.0114,3,2,1,116000,1800,3,9,9,9,9,R,I,R,R,9,9,9,9
20080354,202008,8.1211,1.0114,4,2,1,236000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20080355,202008,28.0286,1.0114,3,2,1,112000,1700,3,9,9,9,9,R,I,I,I,9,9,9,9
20080356,202008,28.0286,1.0114,3,2,1,125000,2000,3,9,9,9,9,I,I,I,I,9,9,9,9
20080357,202008,8.1211,1.0114,4,2,1,140000,2000,3,9,9,9,9,R,R,R,R,9,9,9,9
20080358,202008,8.1211,1.0114,4,2,1,95000,1800,3,9,9,9,9,R,R,R,R,9,9,9,9
20080359,202008,8.1211,1.0114,4,2,1,88000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20080360,202008,28.0286,1.0114,3,2,1,58000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20080361,202008,28.0286,1.0114,3,2,1,118000,2100,3,9,9,9,9,R,R,R,R,9,9,9,9
20080362,202008,8.1211,1.0114,4,2,1,107000,1600,3,9,9,9,9,R,I,R,R,9,9,9,9
20080363,202008,28.0286,1.0114,3,2,1,70000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20080364,202008,8.1211,1.0114,4,2,1,64000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20080365,202008,7.9864,1.0114,2,2,1,98000,1300,3,9,9,9,9,I,I,I,I,9,9,9,9
20080366,202008,28.0286,1.0114,3,2,1,90000,2200,3,9,9,9,9,R,R,R,R,9,9,9,9
20080367,202008,8.1211,1.0114,4,2,1,112000,1700,3,9,9,9,9,I,I,I,I,9,9,9,9
20080368,202008,8.1211,1.0114,4,2,1,110000,1300,1,9,9,9,9,R,R,R,R,9,9,9,9
20080369,202008,8.1211,1.0114,4,2,1,148000,1200,1,9,9,9,9,R,R,R,R,9,9,9,9
20080370,202008,8.1211,1.0114,4,2,1,91000,1200,1,9,9,9,9,I,I,I,I,9,9,9,9
20080371,202008,7.9864,1.0114,2,2,1,83000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20080372,202008,6.3917,1.0114,1,2,1,96000,1400,3,9,9,9,9,R,R,R,R,9,9,9,9
20080373,202008,6.3917,1.0114,1,2,1,115000,1800,3,9,9,9,9,R,I,R,R,9,9,9,9
20080374,202008,7.9864,1.0114,2,2,1,75000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20080375,202008,6.3917,1.0114,1,2,1,70000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20080376,202008,7.9864,1.0114,2,2,1,94000,1200,3,9,9,9,9,R,I,R,R,9,9,9,9
20080377,202008,7.9864,1.0114,2,2,1,85000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20080378,202008,28.0286,1.0114,3,2,1,135000,2500,3,9,9,9,9,R,R,R,R,9,9,9,9
20080379,202008,7.9864,1.0114,2,2,1,101000,1400,3,9,9,9,9,I,I,I,I,9,9,9,9
20080380,202008,28.0286,1.0114,3,2,1,104000,2000,3,9,9,9,9,R,R,R,R,9,9,9,9
20080381,202008,7.9864,1.0114,2,2,1,130000,2300,3,9,9,9,9,R,R,R,R,9,9,9,9
20080382,202008,7.9864,1.0114,2,2,1,69000,1400,3,9,9,9,9,R,R,R,R,9,9,9,9
20080383,202008,7.9864,1.0114,2,2,1,89000,1100,3,9,9,9,9,R,I,R,R,9,9,9,9
20080384,202008,6.3917,1.0114,1,2,1,70000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20080385,202008,6.3917,1.0114,1,2,1,115000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20080386,202008,7.9864,1.0114,2,2,1,75000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20080387,202008,6.3917,1.0114,1,2,1,103000,1500,1,9,9,9,9,I,I,I,I,9,9,9,9
20080388,202008,6.3917,1.0114,1,2,1,106000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20080389,202008,7.9864,1.0114,2,2,1,184000,1200,1,9,9,9,9,R,R,R,R,9,9,9,9
20080390,202008,6.3917,1.0114,1,2,1,89000,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
20080391,202008,28.0286,1.0114,3,2,1,89000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20080392,202008,6.3917,1.0114,1,2,1,65000,2100,3,9,9,9,9,R,R,R,R,9,9,9,9
20080393,202008,6.3917,1.0114,1,2,1,89000,1100,3,9,9,9,9,R,I,R,R,9,9,9,9
20080394,202008,7.9864,1.0114,2,2,1,184000,2100,3,9,9,9,9,R,R,R,R,9,9,9,9
20080395,202008,7.9864,1.0114,2,2,1,80000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
